mkt_unique_carrier,origin,dest,crs_dep_time,crs_arr_time,arr_delay,crs_elapsed_time,flights,distance,orig_weather_categ,dest_weather_categ,year,month,day,dep_time_of_day,arr_time_of_day,orig_region,dest_region
NK,ORD,RDU,2140,41,2.0,121.0,1.0,646.0,rain,sunny,2019,11,26,1,1,East-North Central,South-Atlantic
UA,PBG,IAD,1630,1814,-20.0,104.0,1.0,444.0,sunny,sunny,2019,7,10,2,3,Mid-Atlantic,Mid-Atlantic
AA,DCA,GRR,1025,1219,-4.0,114.0,1.0,524.0,rain,rain,2018,4,27,0,2,Mid-Atlantic,East-North Central
DL,MSP,FSD,1122,1234,-16.0,72.0,1.0,196.0,rain,rain,2018,6,6,0,2,West-North Central,West-North Central
AS,DEN,SEA,1046,1238,-4.0,172.0,1.0,1024.0,sunny,rain,2018,4,12,0,2,South-West,Pacific
AA,COS,DFW,840,1132,-15.0,112.0,1.0,592.0,sunny,sunny,2018,6,10,0,0,South-West,West-South Central
AA,ORD,GSP,1900,2153,-29.0,113.0,1.0,577.0,rain,sunny,2019,5,6,3,1,East-North Central,South-Atlantic
F9,STL,DEN,1932,2102,18.0,150.0,1.0,770.0,rain,snow,2019,10,24,3,1,West-North Central,South-West
F9,DCA,DEN,1800,2013,-28.0,253.0,1.0,1476.0,sunny,sunny,2019,4,16,3,3,Mid-Atlantic,South-West
DL,MSY,DTW,1105,1445,-11.0,160.0,1.0,926.0,cloudy,cloudy,2018,1,2,0,2,West-South Central,East-North Central
F9,CLE,RSW,810,1054,-15.0,164.0,1.0,1025.0,rain,rain,2018,10,4,0,0,East-North Central,South-Atlantic
DL,PHL,BOS,1302,1435,-3.0,93.0,1.0,280.0,sunny,cloudy,2019,8,25,2,2,Mid-Atlantic,New England
WN,HOU,DAL,1700,1800,1.0,60.0,1.0,239.0,rain,rain,2018,11,30,3,3,West-South Central,West-South Central
DL,MSP,LAN,1258,1535,-22.0,97.0,1.0,455.0,sunny,sunny,2018,3,3,2,2,West-North Central,East-North Central
AA,PHX,ORD,1350,1918,21.0,208.0,1.0,1440.0,sunny,sunny,2019,9,19,2,3,South-West,East-North Central
DL,JFK,BWI,2200,2328,-26.0,88.0,1.0,184.0,cloudy,cloudy,2018,3,14,1,1,Mid-Atlantic,Mid-Atlantic
B6,BOS,EWR,603,725,21.0,82.0,1.0,200.0,sunny,rain,2018,6,11,0,0,New England,Mid-Atlantic
UA,DEN,GEG,1400,1518,3.0,138.0,1.0,836.0,sunny,sunny,2018,7,21,2,2,South-West,Pacific
WN,CMH,BNA,1845,1855,17.0,70.0,1.0,337.0,rain,rain,2018,8,17,3,3,East-North Central,East-South Central
NK,FLL,MSY,2226,2328,-9.0,122.0,1.0,674.0,sunny,sunny,2018,4,18,1,1,South-Atlantic,West-South Central
UA,ORD,MEM,1250,1445,98.0,115.0,1.0,491.0,rain,rain,2019,6,16,2,2,East-North Central,East-South Central
B6,JFK,FLL,1843,2200,33.0,197.0,1.0,1069.0,cloudy,rain,2018,1,8,3,1,Mid-Atlantic,South-Atlantic
WN,MDW,BNA,2225,2340,-8.0,75.0,1.0,395.0,cloudy,sunny,2019,7,1,1,1,East-North Central,East-South Central
WN,BWI,CHS,1620,1800,4.0,100.0,1.0,472.0,sunny,sunny,2019,6,1,2,3,Mid-Atlantic,South-Atlantic
AS,SAN,SLC,1149,1447,-5.0,118.0,1.0,626.0,cloudy,cloudy,2018,4,5,0,2,Pacific,South-West
UA,LAX,HNL,1335,1739,204.0,364.0,1.0,2556.0,sunny,rain,2019,2,19,2,3,Pacific,Pacific
WN,PHX,DEN,1955,2240,44.0,105.0,1.0,602.0,rain,sunny,2018,8,23,3,1,South-West,South-West
AA,LAS,ORD,1528,2119,-9.0,231.0,1.0,1514.0,sunny,sunny,2019,8,3,2,1,South-West,East-North Central
DL,DTW,SEA,710,904,-27.0,294.0,1.0,1927.0,sunny,sunny,2018,8,10,0,0,East-North Central,Pacific
WN,SAN,SJC,1550,1715,37.0,85.0,1.0,417.0,sunny,sunny,2019,12,20,2,3,Pacific,Pacific
B6,JFK,BTV,2245,7,115.0,82.0,1.0,266.0,rain,rain,2018,8,14,1,1,Mid-Atlantic,New England
DL,ONT,SLC,1640,1926,2.0,106.0,1.0,558.0,sunny,cloudy,2019,2,17,2,3,Pacific,South-West
UA,DEN,STL,1957,2302,-25.0,125.0,1.0,770.0,sunny,cloudy,2018,11,28,3,1,South-West,West-North Central
NK,LAS,TPA,2148,500,-9.0,252.0,1.0,1984.0,sunny,rain,2019,4,6,1,0,South-West,South-Atlantic
DL,ATL,BQK,1008,1120,-13.0,72.0,1.0,238.0,rain,cloudy,2018,11,6,0,0,South-Atlantic,South-Atlantic
DL,JFK,BUF,700,833,28.0,93.0,1.0,301.0,sunny,snow,2019,3,5,0,0,Mid-Atlantic,Mid-Atlantic
WN,SLC,LAS,1215,1235,8.0,80.0,1.0,368.0,sunny,sunny,2018,10,19,2,2,South-West,South-West
AA,CLT,AVP,2015,2156,-1.0,101.0,1.0,509.0,cloudy,sunny,2018,7,13,3,1,South-Atlantic,Mid-Atlantic
UA,IAD,ATL,1245,1442,-18.0,117.0,1.0,534.0,sunny,sunny,2019,9,9,2,2,Mid-Atlantic,South-Atlantic
UA,MCI,DEN,1140,1228,-18.0,108.0,1.0,533.0,rain,rain,2019,5,26,0,2,West-North Central,South-West
WN,ATL,GSP,2150,2250,-16.0,60.0,1.0,153.0,sunny,sunny,2019,12,31,1,1,South-Atlantic,South-Atlantic
AS,WRG,KTN,1605,1636,2.0,31.0,1.0,82.0,rain,cloudy,2018,5,12,2,2,Pacific,Pacific
AA,ORD,PIT,2205,26,-6.0,81.0,1.0,413.0,cloudy,cloudy,2018,12,4,1,1,East-North Central,Mid-Atlantic
NK,DFW,LAX,1530,1702,-3.0,212.0,1.0,1235.0,cloudy,sunny,2019,1,1,2,3,West-South Central,Pacific
WN,MSY,MCI,1220,1415,-1.0,115.0,1.0,689.0,rain,sunny,2018,8,4,2,2,West-South Central,West-North Central
WN,SAT,LAS,1810,1850,-21.0,160.0,1.0,1069.0,sunny,sunny,2019,9,3,3,3,West-South Central,South-West
UA,RDU,EWR,2010,2155,10.0,105.0,1.0,416.0,sunny,sunny,2018,3,26,3,1,South-Atlantic,Mid-Atlantic
DL,CMH,SLC,815,1022,0.0,247.0,1.0,1528.0,rain,sunny,2019,9,23,0,0,East-North Central,South-West
AA,ROC,ORD,1454,1559,-27.0,125.0,1.0,528.0,cloudy,rain,2019,4,18,2,2,Mid-Atlantic,East-North Central
B6,MCO,SJU,1802,2147,35.0,165.0,1.0,1189.0,rain,rain,2019,11,6,3,1,South-Atlantic,Offshore Territory
WN,LGB,DEN,1130,1445,0.0,135.0,1.0,854.0,cloudy,sunny,2019,4,7,0,2,Pacific,South-West
AA,LAS,PHX,630,744,-2.0,74.0,1.0,255.0,sunny,sunny,2019,9,28,0,0,South-West,South-West
WN,DAL,SAN,1900,2015,-7.0,195.0,1.0,1182.0,sunny,sunny,2018,12,10,3,3,West-South Central,Pacific
AA,ORD,LAX,1835,2116,225.0,281.0,1.0,1744.0,rain,sunny,2018,6,20,3,1,East-North Central,Pacific
B6,CLT,BOS,2142,2359,78.0,137.0,1.0,728.0,rain,cloudy,2019,8,17,1,1,South-Atlantic,New England
WN,LAX,SFO,1425,1550,-2.0,85.0,1.0,337.0,sunny,rain,2018,1,18,2,2,Pacific,Pacific
AA,AVL,CLT,1948,2056,-23.0,68.0,1.0,91.0,rain,rain,2019,10,30,3,3,South-Atlantic,South-Atlantic
AA,GSO,CLT,1414,1520,18.0,66.0,1.0,83.0,cloudy,cloudy,2019,3,14,2,2,South-Atlantic,South-Atlantic
DL,EUG,SEA,700,808,0.0,68.0,1.0,234.0,rain,rain,2018,2,17,0,0,Pacific,Pacific
AA,LAX,OGG,955,1242,-2.0,347.0,1.0,2486.0,sunny,no weather data,2018,10,27,0,2,Pacific,Pacific
WN,BWI,BOS,605,735,-17.0,90.0,1.0,369.0,sunny,cloudy,2018,9,19,0,0,Mid-Atlantic,New England
DL,DEN,MSP,1818,2112,-10.0,114.0,1.0,680.0,sunny,sunny,2019,6,10,3,1,South-West,West-North Central
UA,IAH,LAX,1424,1608,221.0,224.0,1.0,1379.0,rain,sunny,2019,11,5,2,2,West-South Central,Pacific
UA,SFO,ASE,955,1318,30.0,143.0,1.0,848.0,rain,cloudy,2019,3,23,0,2,Pacific,South-West
AA,ELP,ORD,1310,1719,9.0,189.0,1.0,1236.0,sunny,sunny,2018,9,17,2,3,West-South Central,East-North Central
WN,OAK,SAN,1515,1645,-14.0,90.0,1.0,446.0,sunny,sunny,2018,6,26,2,2,Pacific,Pacific
AA,LAS,DCA,1334,2100,14.0,266.0,1.0,2089.0,cloudy,sunny,2018,12,10,2,1,South-West,Mid-Atlantic
UA,IAH,SNA,1940,2057,-2.0,197.0,1.0,1346.0,sunny,sunny,2019,6,13,3,3,West-South Central,Pacific
UA,SFO,ORD,630,1251,38.0,261.0,1.0,1846.0,sunny,sunny,2019,8,15,0,2,Pacific,East-North Central
B6,BTV,JFK,922,1043,1.0,81.0,1.0,266.0,rain,cloudy,2018,2,20,0,0,New England,Mid-Atlantic
WN,MDW,MEM,2010,2150,-5.0,100.0,1.0,480.0,cloudy,rain,2019,11,22,3,1,East-North Central,East-South Central
WN,BWI,CMH,1610,1735,66.0,85.0,1.0,337.0,rain,rain,2019,7,7,2,3,Mid-Atlantic,East-North Central
DL,LAX,SFO,1520,1648,-18.0,88.0,1.0,337.0,cloudy,sunny,2019,6,25,2,2,Pacific,Pacific
AA,IAH,LAX,1407,1559,-21.0,232.0,1.0,1379.0,rain,sunny,2018,5,5,2,2,West-South Central,Pacific
AA,ORD,MSP,1700,1827,36.0,87.0,1.0,334.0,sunny,rain,2018,9,17,3,3,East-North Central,West-North Central
AA,BZN,DFW,1345,1746,-7.0,181.0,1.0,1163.0,sunny,rain,2018,2,27,2,3,North-West,West-South Central
UA,SAT,ORD,1718,2011,66.0,173.0,1.0,1041.0,sunny,cloudy,2018,12,28,3,3,West-South Central,East-North Central
AA,RIC,CLT,1549,1719,-8.0,90.0,1.0,257.0,sunny,sunny,2018,9,19,2,3,Mid-Atlantic,South-Atlantic
DL,MEM,ATL,1751,2018,17.0,87.0,1.0,332.0,sunny,rain,2019,12,12,3,3,East-South Central,South-Atlantic
AA,DFW,SMF,1133,1319,-12.0,226.0,1.0,1431.0,sunny,sunny,2019,10,3,0,2,West-South Central,Pacific
DL,DTW,ELM,1000,1127,45.0,87.0,1.0,332.0,cloudy,snow & rain,2018,11,27,0,0,East-North Central,Mid-Atlantic
WN,BNA,DAL,945,1130,-6.0,105.0,1.0,623.0,sunny,sunny,2019,6,14,0,0,East-South Central,West-South Central
WN,MCO,BWI,2010,2225,153.0,135.0,1.0,787.0,sunny,rain,2019,6,25,3,1,South-Atlantic,Mid-Atlantic
UA,ORD,JAX,1806,2149,-25.0,163.0,1.0,864.0,sunny,sunny,2019,6,14,3,1,East-North Central,South-Atlantic
AA,DFW,RDU,1020,1402,-11.0,162.0,1.0,1061.0,sunny,cloudy,2019,8,6,0,2,West-South Central,South-Atlantic
AA,LAX,ORD,935,1552,-25.0,257.0,1.0,1744.0,sunny,rain,2019,7,6,0,2,Pacific,East-North Central
AA,ILM,PHL,1744,1921,125.0,97.0,1.0,413.0,rain,cloudy,2018,6,26,3,3,South-Atlantic,Mid-Atlantic
WN,MCI,BNA,1030,1155,-7.0,85.0,1.0,491.0,rain,rain,2018,3,5,0,0,West-North Central,East-South Central
DL,BNA,MSP,1630,1844,-31.0,134.0,1.0,695.0,cloudy,rain,2019,3,13,2,3,East-South Central,West-North Central
UA,IAH,CRP,940,1055,-25.0,75.0,1.0,201.0,sunny,cloudy,2018,4,29,0,0,West-South Central,West-South Central
DL,MSP,PIT,1500,1805,-9.0,125.0,1.0,726.0,sunny,cloudy,2018,1,4,2,3,West-North Central,Mid-Atlantic
WN,SNA,OAK,1310,1435,-12.0,85.0,1.0,371.0,sunny,cloudy,2019,5,30,2,2,Pacific,Pacific
AA,CMH,DCA,937,1056,-9.0,79.0,1.0,323.0,cloudy,rain,2019,3,15,0,0,East-North Central,Mid-Atlantic
UA,ORD,GEG,1950,2154,107.0,244.0,1.0,1498.0,snow & rain,sunny,2019,11,11,3,1,East-North Central,Pacific
DL,SEA,LAX,1709,1945,30.0,156.0,1.0,954.0,rain,sunny,2018,10,28,3,3,Pacific,Pacific
UA,ORD,DFW,1014,1248,6.0,154.0,1.0,801.0,snow & rain,sunny,2018,11,25,0,2,East-North Central,West-South Central
AA,CLT,TPA,1300,1439,-16.0,99.0,1.0,507.0,sunny,sunny,2018,4,18,2,2,South-Atlantic,South-Atlantic
DL,ATL,CHA,1635,1730,-10.0,55.0,1.0,106.0,rain,sunny,2018,7,25,2,3,South-Atlantic,East-South Central
B6,JFK,SAN,1632,1948,-2.0,376.0,1.0,2446.0,sunny,rain,2018,12,7,2,3,Mid-Atlantic,Pacific
DL,JAC,SLC,1526,1630,-11.0,64.0,1.0,205.0,sunny,sunny,2019,8,14,2,2,North-West,South-West
DL,MSP,ABR,1350,1508,4.0,78.0,1.0,257.0,rain,rain,2018,11,15,2,2,West-North Central,West-North Central
DL,DFW,JFK,744,1219,-14.0,215.0,1.0,1391.0,rain,sunny,2019,4,24,0,2,West-South Central,Mid-Atlantic
AA,DCA,CHS,850,1038,-5.0,108.0,1.0,444.0,sunny,rain,2019,2,16,0,0,Mid-Atlantic,South-Atlantic
UA,SFO,SAN,2033,2209,119.0,96.0,1.0,447.0,cloudy,cloudy,2019,9,27,3,1,Pacific,Pacific
UA,HSV,ORD,1845,2040,59.0,115.0,1.0,510.0,rain,snow,2019,2,10,3,3,East-South Central,East-North Central
WN,PDX,MCI,1405,1925,-3.0,200.0,1.0,1482.0,sunny,sunny,2018,7,6,2,3,Pacific,West-North Central
UA,DEN,AUS,2359,314,17.0,135.0,1.0,775.0,cloudy,cloudy,2019,11,30,1,1,South-West,West-South Central
AS,ORD,LAX,1900,2140,-1.0,280.0,1.0,1744.0,sunny,rain,2018,10,13,3,1,East-North Central,Pacific
AA,DFW,LAS,1055,1159,-9.0,184.0,1.0,1055.0,sunny,sunny,2019,3,19,0,0,West-South Central,South-West
WN,MSY,HOU,1300,1415,-18.0,75.0,1.0,302.0,sunny,cloudy,2018,2,28,2,2,West-South Central,West-South Central
DL,PHL,DTW,1952,2151,244.0,119.0,1.0,453.0,rain,rain,2019,12,29,3,1,Mid-Atlantic,East-North Central
WN,DAL,BWI,1640,2040,48.0,180.0,1.0,1209.0,rain,rain,2018,9,23,2,3,West-South Central,Mid-Atlantic
UA,IND,ORD,1030,1040,111.0,70.0,1.0,177.0,sunny,rain,2018,8,28,0,0,East-North Central,East-North Central
DL,LAX,ATL,1435,2157,-26.0,262.0,1.0,1947.0,cloudy,sunny,2019,5,25,2,1,Pacific,South-Atlantic
DL,RDU,AUS,928,1210,121.0,222.0,1.0,1162.0,sunny,sunny,2018,11,28,0,2,South-Atlantic,West-South Central
DL,TPA,LAX,734,945,-36.0,311.0,1.0,2158.0,sunny,sunny,2019,9,5,0,0,South-Atlantic,Pacific
UA,IAD,STL,2210,2320,94.0,130.0,1.0,696.0,rain,rain,2019,6,19,1,1,Mid-Atlantic,West-North Central
AA,CLT,FAY,1432,1532,0.0,60.0,1.0,118.0,cloudy,rain,2019,9,5,2,2,South-Atlantic,South-Atlantic
AA,DFW,TUL,1100,1209,-8.0,69.0,1.0,237.0,sunny,sunny,2019,1,20,0,2,West-South Central,West-South Central
DL,MSP,RST,1420,1525,33.0,65.0,1.0,76.0,snow,snow,2019,2,6,2,2,West-North Central,West-North Central
AA,CLT,ILM,930,1030,-9.0,60.0,1.0,185.0,rain,rain,2019,4,14,0,0,South-Atlantic,South-Atlantic
WN,GRR,MCO,1625,1905,47.0,160.0,1.0,1024.0,snow,sunny,2018,1,15,2,3,East-North Central,South-Atlantic
AA,EUG,PHX,1202,1529,-7.0,147.0,1.0,952.0,rain,sunny,2018,11,21,2,2,Pacific,South-West
DL,DTW,ATL,1235,1458,-26.0,143.0,1.0,594.0,snow,cloudy,2019,2,10,2,2,East-North Central,South-Atlantic
B6,TPA,EWR,1915,2159,-19.0,164.0,1.0,997.0,sunny,sunny,2019,10,24,3,1,South-Atlantic,Mid-Atlantic
WN,ONT,PHX,615,725,-6.0,70.0,1.0,325.0,sunny,sunny,2018,4,10,0,0,Pacific,South-West
AA,TOL,CLT,510,701,-11.0,111.0,1.0,466.0,cloudy,sunny,2019,11,13,0,0,East-North Central,South-Atlantic
AA,MEM,PHL,1116,1445,-12.0,149.0,1.0,875.0,sunny,cloudy,2018,5,7,0,2,East-South Central,Mid-Atlantic
WN,PHX,BNA,1050,1605,202.0,195.0,1.0,1449.0,rain,rain,2018,10,1,0,2,South-West,East-South Central
AS,DFW,SEA,1940,2210,-18.0,270.0,1.0,1660.0,rain,rain,2019,3,25,3,1,West-South Central,Pacific
DL,MSP,RAP,1626,1718,28.0,112.0,1.0,489.0,rain,cloudy,2019,10,11,2,3,West-North Central,West-North Central
AA,JAX,DCA,830,1027,-12.0,117.0,1.0,634.0,rain,rain,2018,3,25,0,0,South-Atlantic,Mid-Atlantic
AA,GRR,DFW,1949,2130,-11.0,161.0,1.0,931.0,rain,sunny,2019,8,15,3,1,East-North Central,West-South Central
AA,GJT,PHX,1518,1558,-16.0,100.0,1.0,438.0,rain,rain,2018,10,23,2,2,South-West,South-West
DL,ATL,AEX,857,943,-21.0,106.0,1.0,500.0,sunny,sunny,2019,11,9,0,0,South-Atlantic,West-South Central
AA,PHX,ORD,55,517,-26.0,202.0,1.0,1440.0,sunny,snow,2018,2,17,1,0,South-West,East-North Central
DL,BUF,ATL,1933,2145,-22.0,132.0,1.0,712.0,cloudy,rain,2019,6,6,3,1,Mid-Atlantic,South-Atlantic
DL,MSP,MSO,1150,1350,-9.0,180.0,1.0,1013.0,sunny,cloudy,2019,6,10,0,2,West-North Central,North-West
WN,MKE,MCO,520,900,-10.0,160.0,1.0,1066.0,rain,rain,2018,6,16,0,0,East-North Central,South-Atlantic
B6,JFK,PWM,1210,1326,-18.0,76.0,1.0,273.0,rain,rain,2018,9,10,2,2,Mid-Atlantic,New England
DL,CWA,MSP,645,806,-5.0,81.0,1.0,175.0,rain,rain,2019,10,2,0,0,East-North Central,West-North Central
WN,MDW,PNS,1205,1415,-19.0,130.0,1.0,781.0,sunny,rain,2018,10,20,2,2,East-North Central,South-Atlantic
DL,SLC,GJT,1347,1457,12.0,70.0,1.0,216.0,sunny,sunny,2019,4,18,2,2,South-West,South-West
AA,TLH,MIA,620,744,-19.0,84.0,1.0,402.0,sunny,sunny,2018,3,5,0,0,South-Atlantic,South-Atlantic
WN,PHX,OKC,1025,1335,-15.0,130.0,1.0,833.0,sunny,sunny,2018,11,25,0,2,South-West,West-South Central
WN,SMF,LAX,740,910,4.0,90.0,1.0,373.0,rain,sunny,2018,12,24,0,0,Pacific,Pacific
G4,PGD,DSM,640,834,0.0,174.0,1.0,1206.0,sunny,sunny,2018,7,15,0,0,South-Atlantic,West-North Central
DL,ATL,MCI,1206,1308,-8.0,122.0,1.0,692.0,cloudy,rain,2018,10,14,2,2,South-Atlantic,West-North Central
AA,GJT,PHX,1805,1839,-3.0,94.0,1.0,438.0,sunny,sunny,2019,9,30,3,3,South-West,South-West
UA,SMF,LAX,930,1114,-18.0,104.0,1.0,373.0,sunny,sunny,2018,2,18,0,0,Pacific,Pacific
AA,GRR,DFW,600,758,15.0,178.0,1.0,931.0,rain,rain,2018,2,19,0,0,East-North Central,West-South Central
AA,HSV,CLT,1416,1655,53.0,99.0,1.0,333.0,rain,rain,2018,5,16,2,2,East-South Central,South-Atlantic
B6,SAN,JFK,1152,2014,2.0,322.0,1.0,2446.0,rain,cloudy,2018,3,14,0,3,Pacific,Mid-Atlantic
AA,ORD,BMI,2215,2306,-16.0,51.0,1.0,116.0,sunny,rain,2019,7,15,1,1,East-North Central,East-North Central
AA,PIA,CLT,742,1046,-10.0,124.0,1.0,607.0,sunny,sunny,2018,7,9,0,0,East-North Central,South-Atlantic
DL,DCA,LGA,600,659,-2.0,59.0,1.0,214.0,sunny,sunny,2018,12,10,0,0,Mid-Atlantic,Mid-Atlantic
F9,SYR,DEN,1739,1938,102.0,239.0,1.0,1492.0,rain,cloudy,2019,5,10,3,3,Mid-Atlantic,South-West
DL,JFK,DTW,1655,1909,15.0,134.0,1.0,509.0,cloudy,rain,2018,10,10,2,3,Mid-Atlantic,East-North Central
UA,RIC,ORD,730,835,-8.0,125.0,1.0,642.0,rain,rain,2018,9,18,0,0,Mid-Atlantic,East-North Central
AS,OGG,SMF,1100,1905,-3.0,305.0,1.0,2404.0,no weather data,rain,2019,4,5,0,3,Pacific,Pacific
WN,ATL,DCA,1025,1215,-15.0,110.0,1.0,547.0,sunny,sunny,2019,5,7,0,2,South-Atlantic,Mid-Atlantic
UA,SAN,LAX,736,848,-4.0,72.0,1.0,109.0,sunny,sunny,2018,9,30,0,0,Pacific,Pacific
UA,IAD,TPA,830,1045,51.0,135.0,1.0,811.0,sunny,sunny,2019,7,1,0,0,Mid-Atlantic,South-Atlantic
UA,LAS,SFO,1317,1456,13.0,99.0,1.0,414.0,cloudy,cloudy,2018,1,6,2,2,South-West,Pacific
DL,MSP,CVG,2025,2315,12.0,110.0,1.0,596.0,sunny,rain,2019,4,19,3,1,West-North Central,East-North Central
WN,BNA,LGA,625,940,1.0,135.0,1.0,764.0,sunny,rain,2019,9,12,0,0,East-South Central,Mid-Atlantic
WN,SLC,LAX,1345,1445,-15.0,120.0,1.0,590.0,sunny,sunny,2018,5,9,2,2,South-West,Pacific
UA,EWR,PBI,1659,2000,62.0,181.0,1.0,1023.0,rain,sunny,2018,2,23,2,3,Mid-Atlantic,South-Atlantic
WN,IND,ATL,1115,1250,-13.0,95.0,1.0,432.0,sunny,sunny,2019,6,13,0,2,East-North Central,South-Atlantic
DL,DCA,SLC,1644,1923,-7.0,279.0,1.0,1851.0,cloudy,sunny,2018,9,20,2,3,Mid-Atlantic,South-West
AA,PHX,MCO,1252,2009,-16.0,257.0,1.0,1849.0,sunny,sunny,2019,9,25,2,3,South-West,South-Atlantic
DL,BUF,DTW,1156,1310,-18.0,74.0,1.0,241.0,sunny,sunny,2019,3,25,0,2,Mid-Atlantic,East-North Central
AA,ORD,OMA,721,850,-9.0,89.0,1.0,416.0,rain,rain,2019,5,25,0,0,East-North Central,West-North Central
DL,MSP,SBN,1245,1515,-12.0,90.0,1.0,411.0,sunny,sunny,2018,4,26,2,2,West-North Central,East-North Central
AA,SHV,DFW,1822,1931,-15.0,69.0,1.0,190.0,rain,rain,2018,7,31,3,3,West-South Central,West-South Central
AS,SEA,AUS,1750,2353,-10.0,243.0,1.0,1770.0,cloudy,sunny,2018,8,3,3,1,Pacific,West-South Central
DL,ATL,RSW,1419,1601,1.0,102.0,1.0,515.0,rain,cloudy,2018,12,10,2,2,South-Atlantic,South-Atlantic
AA,CLT,BNA,1321,1349,-6.0,88.0,1.0,328.0,sunny,cloudy,2018,12,16,2,2,South-Atlantic,East-South Central
B6,TPA,BOS,1332,1627,2.0,175.0,1.0,1185.0,sunny,sunny,2019,2,23,2,2,South-Atlantic,New England
AS,SAN,MCI,1740,2300,-30.0,200.0,1.0,1334.0,sunny,sunny,2019,9,7,3,1,Pacific,West-North Central
AA,PHL,DAY,938,1123,-7.0,105.0,1.0,477.0,rain,rain,2019,7,17,0,0,Mid-Atlantic,East-North Central
AA,PHL,HVN,2054,2203,0.0,69.0,1.0,157.0,sunny,sunny,2018,12,9,3,1,Mid-Atlantic,New England
AA,MIA,EGE,830,1114,0.0,284.0,1.0,1810.0,rain,cloudy,2018,12,28,0,0,South-Atlantic,South-West
UA,ORD,MCI,1255,1433,-10.0,98.0,1.0,403.0,rain,rain,2018,2,23,2,2,East-North Central,West-North Central
AA,LAX,SLC,1553,1844,-15.0,111.0,1.0,590.0,sunny,snow,2018,12,26,2,3,Pacific,South-West
UA,ORD,CAE,2105,12,-18.0,127.0,1.0,666.0,cloudy,rain,2019,2,3,1,1,East-North Central,South-Atlantic
DL,JFK,DEN,800,1031,4.0,271.0,1.0,1626.0,rain,sunny,2019,10,20,0,0,Mid-Atlantic,South-West
AS,PDX,RNO,1620,1750,-9.0,90.0,1.0,444.0,snow & rain,sunny,2019,2,11,2,3,Pacific,South-West
DL,JFK,BGR,1342,1516,-13.0,94.0,1.0,382.0,sunny,sunny,2018,7,19,2,2,Mid-Atlantic,New England
AS,SJC,LIH,800,1040,-17.0,340.0,1.0,2466.0,sunny,sunny,2019,7,7,0,0,Pacific,Pacific
AA,ORD,JLN,2025,2206,-10.0,101.0,1.0,484.0,rain,sunny,2019,9,15,3,1,East-North Central,West-North Central
WN,OAK,PDX,1420,1555,2.0,95.0,1.0,543.0,sunny,sunny,2018,10,20,2,2,Pacific,Pacific
AA,PHX,ROW,1317,1453,1.0,96.0,1.0,433.0,sunny,sunny,2018,11,26,2,2,South-West,South-West
DL,MSP,ORD,1250,1428,7.0,98.0,1.0,334.0,rain,rain,2019,5,22,2,2,West-North Central,East-North Central
DL,TWF,SLC,1505,1605,-5.0,60.0,1.0,175.0,sunny,sunny,2018,6,16,2,2,North-West,South-West
B6,STX,SJU,1519,1602,23.0,43.0,1.0,94.0,no weather data,sunny,2018,5,2,2,2,Offshore Territory,Offshore Territory
UA,EWR,PIT,635,759,-21.0,84.0,1.0,319.0,sunny,sunny,2018,7,16,0,0,Mid-Atlantic,Mid-Atlantic
UA,JAX,IAH,1915,2050,8.0,155.0,1.0,817.0,cloudy,rain,2019,3,3,3,3,South-Atlantic,West-South Central
UA,ORD,DFW,1250,1527,-16.0,157.0,1.0,801.0,rain,sunny,2019,5,25,2,2,East-North Central,West-South Central
AA,ORD,AZO,1650,1838,-15.0,48.0,1.0,122.0,rain,rain,2018,4,12,2,3,East-North Central,East-North Central
UA,ATL,EWR,1926,2155,-4.0,149.0,1.0,746.0,cloudy,cloudy,2018,3,28,3,1,South-Atlantic,Mid-Atlantic
AA,CLT,MYR,1807,1909,-8.0,62.0,1.0,157.0,cloudy,cloudy,2018,10,25,3,3,South-Atlantic,South-Atlantic
DL,ATL,IND,1749,1915,31.0,86.0,1.0,432.0,sunny,rain,2018,10,4,3,3,South-Atlantic,East-North Central
DL,MSP,PIT,2031,2343,-13.0,132.0,1.0,726.0,cloudy,cloudy,2018,6,21,3,1,West-North Central,Mid-Atlantic
AA,CLT,BDL,920,1113,7.0,113.0,1.0,644.0,cloudy,rain,2019,5,10,0,0,South-Atlantic,New England
DL,ATL,LGA,830,1046,-18.0,136.0,1.0,762.0,cloudy,rain,2018,12,16,0,0,South-Atlantic,Mid-Atlantic
UA,TUS,SFO,1725,1950,-13.0,145.0,1.0,751.0,sunny,sunny,2019,6,4,3,3,South-West,Pacific
AS,SEA,HNL,1740,2210,-19.0,390.0,1.0,2677.0,rain,rain,2019,2,14,3,1,Pacific,Pacific
DL,MSP,BZN,850,1019,-6.0,149.0,1.0,874.0,rain,sunny,2018,5,2,0,0,West-North Central,North-West
WN,LAS,MDW,1315,1845,145.0,210.0,1.0,1521.0,sunny,cloudy,2018,11,21,2,3,South-West,East-North Central
DL,LGA,BNA,835,1022,244.0,167.0,1.0,764.0,sunny,rain,2018,7,20,0,0,Mid-Atlantic,East-South Central
AA,LAX,ABQ,1653,1947,-1.0,114.0,1.0,677.0,cloudy,sunny,2019,6,15,2,3,Pacific,South-West
WN,RNO,LAS,1230,1355,-24.0,85.0,1.0,345.0,sunny,sunny,2019,8,18,2,2,South-West,South-West
