,departures_scheduled,departures_performed,payload,seats,passengers,freight,mail,distance,ramp_to_ramp,air_time,unique_carrier,airline_id,unique_carrier_name,region,carrier,carrier_name,carrier_group,carrier_group_new,origin_airport_id,origin_city_market_id,origin,origin_city_name,origin_country,origin_country_name,dest_airport_id,dest_city_market_id,dest,dest_city_name,dest_country,dest_country_name,aircraft_group,aircraft_type,aircraft_config,year,month,distance_group,class,data_source
7103,2.0,2.0,127789.0,0.0,0.0,41689.0,0.0,620.0,340.0,296.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14730,33044,SDF,"Louisville, KY",US,United States,13495,33495,MSY,"New Orleans, LA",US,United States,6,622,2,2019,2,2,G,DU
7104,22.0,22.0,265848.0,0.0,0.0,166271.0,0.0,131.0,1114.0,859.0,EM,20263,Empire Airlines Inc.,D,EM,Empire Airlines Inc.,1,5,13891,32575,ONT,"Ontario, CA",US,United States,14689,34689,SBA,"Santa Barbara, CA",US,United States,4,441,2,2017,6,1,G,DU
7105,0.0,28.0,95200.0,252.0,123.0,4001.0,8747.0,112.0,1421.0,1237.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,10551,30113,BET,"Bethel, AK",US,United States,13894,33894,OOK,"Toksook, AK",US,United States,4,416,1,2016,7,1,F,DU
7106,0.0,1.0,5600.0,0.0,0.0,0.0,2857.0,57.0,29.0,23.0,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Arctic Transportation,1,5,15245,35245,TLA,"Teller, AK",US,United States,15709,35709,WAA,"Wales, AK",US,United States,4,412,2,2015,4,1,G,DU
7107,0.0,26.0,1506778.0,4670.0,4460.0,0.0,0.0,1612.0,0.0,0.0,Y4,21351,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),I,Y4,Concesionaria Vuela Compania De Aviacion SA de CV (Volaris),0,0,11874,31874,GDL,"Guadalajara, Mexico",MX,Mexico,14831,32457,SJC,"San Jose, CA",US,United States,6,722,1,2018,1,4,F,IF
7108,0.0,1.0,43400.0,175.0,127.0,0.0,0.0,73.0,29.0,16.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11109,30189,COS,"Colorado Springs, CO",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,614,1,2016,8,1,F,DU
7109,0.0,2.0,4800.0,18.0,6.0,0.0,0.0,187.0,120.0,108.0,8V,20333,Wright Air Service,D,8V,Wright Air Service,1,5,15504,35504,UTO,"Utopia, AK",US,United States,11630,31517,FAI,"Fairbanks, AK",US,United States,4,416,1,2015,2,1,L,DU
7110,61.0,54.0,1091340.0,4191.0,3100.0,0.0,0.0,861.0,7633.0,6254.0,YV,20378,Mesa Airlines Inc.,D,YV,Mesa Airlines Inc.,2,2,11267,31267,DAY,"Dayton, OH",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,638,1,2016,6,2,F,DU
7111,5.0,5.0,173000.0,715.0,560.0,0.0,0.0,1211.0,820.0,735.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13871,33316,OMA,"Omaha, NE",US,United States,13204,31454,MCO,"Orlando, FL",US,United States,6,612,1,2016,4,3,F,DU
7112,1.0,1.0,38500.0,150.0,109.0,0.0,2039.0,843.0,199.0,172.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,14683,33214,SAT,"San Antonio, TX",US,United States,6,694,1,2015,8,2,F,DU
7113,0.0,1.0,1600.0,8.0,5.0,0.0,0.0,2335.0,363.0,330.0,27Q,21652,"Jet Aviation Flight Services, Inc.",D,27Q,"Jet Aviation Flight Services, Inc.",1,1,14027,34027,PBI,"West Palm Beach/Palm Beach, FL",US,United States,15618,32575,VNY,"Van Nuys, CA",US,United States,6,515,1,2019,4,5,L,DU
7114,0.0,1.0,2400.0,12.0,7.0,0.0,0.0,3771.0,498.0,474.0,27Q,21652,"Jet Aviation Flight Services, Inc.",I,27Q,"Jet Aviation Flight Services, Inc.",1,1,10517,30517,BCN,"Barcelona, Spain",ES,Spain,11728,31728,FOK,"Westhampton, NY",US,United States,6,688,1,2017,7,8,L,IU
7115,14.0,14.0,368115.0,0.0,0.0,367628.0,0.0,868.0,1714.0,1486.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,622,2,2018,11,2,G,DU
7116,11.0,11.0,16500.0,99.0,22.0,7.0,57.0,57.0,449.0,402.0,2O,20443,Island Air Service,D,2O,Island Air Service,1,5,12721,32721,KLN,"Larsen Bay, AK",US,United States,10170,30070,ADQ,"Kodiak, AK",US,United States,1,131,3,2017,4,1,F,DU
7117,218.0,214.0,2733850.0,10700.0,9106.0,2211.0,0.0,155.0,13198.0,7244.0,PT,20427,Piedmont Airlines,D,PT,Piedmont Airlines,1,6,11057,31057,CLT,"Charlotte, NC",US,United States,14574,34574,ROA,"Roanoke, VA",US,United States,6,675,1,2019,3,1,F,DU
7118,13.0,13.0,340600.0,1300.0,1226.0,185.0,0.0,1028.0,2333.0,1996.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,12478,31703,JFK,"New York, NY",US,United States,14027,34027,PBI,"West Palm Beach/Palm Beach, FL",US,United States,6,678,1,2015,1,3,F,DU
7119,25.0,25.0,1356327.0,5850.0,5744.0,2012.0,3187.0,1754.0,5974.0,5203.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,11292,30325,DEN,"Denver, CO",US,United States,10721,30721,BOS,"Boston, MA",US,United States,6,623,1,2019,6,4,F,DU
7120,69.0,70.0,2798600.0,11130.0,8925.0,56436.0,108628.0,954.0,12196.0,10081.0,AS,19930,Alaska Airlines Inc.,D,AS,Alaska Airlines Inc.,3,3,12892,32575,LAX,"Los Angeles, CA",US,United States,14747,30559,SEA,"Seattle, WA",US,United States,6,614,1,2018,2,2,F,DU
7121,1.0,1.0,39623.0,162.0,32.0,0.0,0.0,392.0,87.0,65.0,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,14952,34952,SPI,"Springfield, IL",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,6,614,1,2015,6,1,F,DU
7122,28.0,28.0,556808.0,2128.0,1942.0,0.0,0.0,797.0,4147.0,3289.0,CP,21167,Compass Airlines,D,CP,Compass Airlines,2,2,14869,34614,SLC,"Salt Lake City, UT",US,United States,16229,31215,YVR,"Vancouver, Canada",CA,Canada,6,673,1,2019,2,2,F,IU
7123,18.0,17.0,547400.0,2419.0,1749.0,8040.0,0.0,1072.0,2682.0,2358.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,13198,33198,MCI,"Kansas City, MO",US,United States,13204,31454,MCO,"Orlando, FL",US,United States,6,619,1,2017,8,3,F,DU
7124,1.0,1.0,82400.0,209.0,187.0,0.0,0.0,861.0,140.0,108.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,13204,31454,MCO,"Orlando, FL",US,United States,14100,34100,PHL,"Philadelphia, PA",US,United States,6,626,1,2018,12,2,F,DU
7125,166.0,163.0,8161100.0,29503.0,23313.0,310.0,0.0,1028.0,29009.0,23801.0,AA,19805,American Airlines Inc.,L,AA,American Airlines Inc.,3,3,11032,31032,CUN,"Cancun, Mexico",MX,Mexico,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,699,1,2018,12,3,F,IU
7126,34.0,34.0,676124.0,2584.0,2189.0,0.0,0.0,1330.0,7362.0,6470.0,CP,21167,Compass Airlines,D,CP,Compass Airlines,2,2,13871,33316,OMA,"Omaha, NE",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,6,673,1,2019,12,3,F,DU
7127,20.0,20.0,304000.0,1520.0,1427.0,0.0,0.0,316.0,1836.0,1249.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,11042,30647,CLE,"Cleveland, OH",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,6,673,1,2017,5,1,F,DU
7128,1.0,1.0,14000.0,70.0,1.0,0.0,0.0,185.0,50.0,37.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,10821,30852,BWI,"Baltimore, MD",US,United States,12953,31703,LGA,"New York, NY",US,United States,6,673,1,2019,8,1,F,DU
7129,1.0,1.0,43400.0,200.0,134.0,0.0,0.0,2378.0,287.0,263.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,14262,34262,PSP,"Palm Springs, CA",US,United States,12478,31703,JFK,"New York, NY",US,United States,6,699,1,2019,11,5,F,DU
7130,30.0,30.0,645060.0,2279.0,2009.0,0.0,0.0,908.0,4652.0,3893.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,12264,30852,IAD,"Washington, DC",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,6,638,1,2016,9,2,F,DU
7131,0.0,2.0,85252.0,336.0,210.0,0.0,0.0,656.0,204.0,173.0,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,12191,31453,HOU,"Houston, TX",US,United States,11111,32474,COU,"Columbia, MO",US,United States,6,614,1,2017,12,2,L,DU
7132,76.0,76.0,1634152.0,5773.0,4679.0,0.0,0.0,533.0,8221.0,6096.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,11433,31295,DTW,"Detroit, MI",US,United States,11423,31423,DSM,"Des Moines, IA",US,United States,6,638,1,2018,9,2,F,DU
7133,31.0,31.0,1602700.0,5797.0,5146.0,3732.0,51104.0,1727.0,6963.0,6224.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,14869,34614,SLC,"Salt Lake City, UT",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,699,1,2017,8,4,F,DU
7134,0.0,60.0,215761.0,1080.0,692.0,0.0,0.0,282.0,0.0,0.0,ZX,20293,Air Georgian,I,ZX,Air Georgian,0,0,13230,32070,MDT,"Harrisburg, PA",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,4,405,1,2016,5,1,F,IF
7135,55.0,53.0,2127700.0,8480.0,5922.0,566.0,38575.0,1592.0,12573.0,11021.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,15016,31123,STL,"St. Louis, MO",US,United States,12892,32575,LAX,"Los Angeles, CA",US,United States,6,614,1,2016,6,4,F,DU
7136,25.0,24.0,826704.0,3024.0,2733.0,1448.0,7166.0,226.0,1680.0,1057.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11057,31057,CLT,"Charlotte, NC",US,United States,10397,30397,ATL,"Atlanta, GA",US,United States,6,698,1,2015,3,1,F,DU
7137,3.0,3.0,131042.0,486.0,378.0,0.0,0.0,1092.0,511.0,456.0,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,14685,34685,SAV,"Savannah, GA",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,6,614,1,2016,4,3,F,DU
7138,30.0,30.0,1202700.0,4800.0,3317.0,2093.0,0.0,675.0,3883.0,2953.0,AA,19805,American Airlines Inc.,D,AA,American Airlines Inc.,3,3,13303,32467,MIA,"Miami, FL",US,United States,13495,33495,MSY,"New Orleans, LA",US,United States,6,614,1,2015,11,2,F,DU
7139,56.0,54.0,1161108.0,4101.0,3481.0,0.0,0.0,1182.0,10446.0,8526.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,12478,31703,JFK,"New York, NY",US,United States,13495,33495,MSY,"New Orleans, LA",US,United States,6,638,1,2017,9,3,F,DU
7140,0.0,1.0,2801.0,14.0,5.0,0.0,0.0,346.0,0.0,0.0,VJT,21568,VistaJet Limited,I,VJT,VistaJet Limited,0,0,15167,35167,TEB,"Teterboro, NJ",US,United States,16271,36106,YYZ,"Toronto, Canada",CA,Canada,6,788,1,2019,8,1,L,IF
7141,0.0,11.0,754923.0,3685.0,2095.0,9889.0,0.0,4684.0,0.0,0.0,JQ,21356,Jetstar Airways Pty Limited,I,JQ,Jetstar Airways Pty Limited,0,0,10696,30696,BNE,"Brisbane, Australia",AU,Australia,12173,32134,HNL,"Honolulu, HI",US,United States,6,887,1,2016,10,10,F,IF
7142,19.0,19.0,1344204.0,0.0,0.0,737366.0,0.0,234.0,956.0,700.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14512,34512,RFD,"Rockford, IL",US,United States,12884,32884,LAN,"Lansing, MI",US,United States,6,622,2,2018,8,1,G,DU
7143,0.0,1.0,45611.0,183.0,150.0,0.0,0.0,1456.0,194.0,166.0,SY,20422,Sun Country Airlines d/b/a MN Airlines,D,SY,Sun Country Airlines d/b/a MN Airlines,2,2,13796,32457,OAK,"Oakland, CA",US,United States,15370,34653,TUL,"Tulsa, OK",US,United States,6,614,1,2019,9,3,L,DU
7144,21.0,21.0,73500.0,0.0,0.0,32026.0,0.0,119.0,1083.0,924.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,11695,31695,FLG,"Flagstaff, AZ",US,United States,4,416,2,2017,4,1,G,DU
7145,0.0,1.0,232558.0,0.0,0.0,9232.0,0.0,7647.0,982.0,964.0,FX,20107,Federal Express Corporation,P,FX,Federal Express Corporation,3,3,12264,30852,IAD,"Washington, DC",US,United States,11172,31172,CTU,"Chengdu, China",CN,China,6,683,2,2017,2,16,P,IU
7146,0.0,8.0,2083998.0,1704.0,1276.0,61525.0,0.0,5943.0,0.0,0.0,HU,21271,Hainan Airlines Company Limited,I,HU,Hainan Airlines Company Limited,0,0,14831,32457,SJC,"San Jose, CA",US,United States,14066,34066,PEK,"Beijing, China",CN,China,6,887,1,2017,2,12,F,IF
7147,6.0,6.0,66708.0,300.0,132.0,0.0,0.0,328.0,441.0,320.0,AX,20237,Trans States Airlines,D,AX,Trans States Airlines,1,5,14122,30198,PIT,"Pittsburgh, PA",US,United States,14492,34492,RDU,"Raleigh/Durham, NC",US,United States,6,675,1,2016,3,1,F,DU
7148,14.0,14.0,1750000.0,2478.0,2372.0,0.0,0.0,1127.0,2394.0,2112.0,G4,20368,Allegiant Air,D,G4,Allegiant Air,3,3,14082,34082,PGD,"Punta Gorda, FL",US,United States,14512,34512,RFD,"Rockford, IL",US,United States,6,694,1,2017,4,3,F,DU
7149,62.0,61.0,1203530.0,4636.0,3272.0,3.0,10.0,867.0,8637.0,7042.0,MQ,20398,Envoy Air,L,MQ,Envoy Air,3,3,16477,34440,QRO,"Queretaro, Mexico",MX,Mexico,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,673,1,2017,12,2,F,IU
7150,0.0,1.0,52360.0,180.0,176.0,0.0,0.0,1271.0,177.0,164.0,DL,19790,Delta Air Lines Inc.,L,DL,Delta Air Lines Inc.,3,3,14849,34849,SKB,"St. Kitts, Saint Kitts and Nevis",KN,Saint Kitts and Nevis,13303,32467,MIA,"Miami, FL",US,United States,6,622,1,2017,1,3,F,IU
7151,0.0,2.0,69423.0,218.0,105.0,0.0,0.0,526.0,242.0,189.0,09Q,21161,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",D,09Q,"Swift Air, LLC",1,1,11764,31764,FRG,"East Farmingdale, NY",US,United States,11433,31295,DTW,"Detroit, MI",US,United States,6,617,1,2017,2,2,L,DU
7152,0.0,1.0,11900.0,50.0,0.0,0.0,0.0,290.0,66.0,56.0,AJQ,20354,Aerodynamics Inc. d/b/a SkyValue d/b/a SkyValue Airways,D,AJQ,Aerodynamics Inc.,1,5,12896,32896,LBB,"Lubbock, TX",US,United States,10140,30140,ABQ,"Albuquerque, NM",US,United States,6,675,1,2016,4,1,L,DU
7153,1.0,1.0,13500.0,50.0,49.0,0.0,0.0,942.0,190.0,174.0,EV,20366,ExpressJet Airlines LLC,D,EV,ExpressJet Airlines Inc.,3,3,14685,34685,SAV,"Savannah, GA",US,United States,10155,30155,ACT,"Waco, TX",US,United States,6,629,1,2015,4,2,F,DU
7154,1.0,1.0,82691.0,214.0,135.0,4030.0,1626.0,1190.0,182.0,160.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,12264,30852,IAD,"Washington, DC",US,United States,12266,31453,IAH,"Houston, TX",US,United States,6,626,1,2017,4,3,F,DU
7155,36.0,36.0,687312.0,2484.0,1867.0,0.0,0.0,474.0,3541.0,2534.0,YX,20452,Republic Airline,D,YX,Republic Airline,3,3,14524,34524,RIC,"Richmond, VA",US,United States,10721,30721,BOS,"Boston, MA",US,United States,6,677,1,2019,7,1,F,DU
7156,0.0,1.0,60000.0,0.0,0.0,0.0,0.0,606.0,95.0,77.0,U7,20447,USA Jet Airlines Inc.,D,U7,USA Jet Airlines Inc.,2,2,13244,33244,MEM,"Memphis, TN",US,United States,16091,31295,YIP,"Detroit, MI",US,United States,7,715,2,2017,2,2,P,DU
7157,1.0,1.0,78900.0,209.0,185.0,3039.0,125.0,1611.0,197.0,178.0,AA,19805,American Airlines Inc.,L,AA,American Airlines Inc.,3,3,13303,32467,MIA,"Miami, FL",US,United States,10575,30575,BGI,"Barbados/Bridgetown, Barbados",BB,Barbados,6,626,1,2019,12,4,F,IU
7158,30.0,30.0,786000.0,3000.0,1668.0,0.0,0.0,150.0,1954.0,1135.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,13933,33933,ORH,"Worcester, MA",US,United States,12478,31703,JFK,"New York, NY",US,United States,6,678,1,2018,11,1,F,DU
7159,0.0,2.0,15480.0,58.0,53.0,0.0,0.0,329.0,154.0,143.0,7H,20327,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",D,7H,"Corvus Airlines, Inc d/b/a Era Aviation d/b/a Ravn Alaska",1,5,10299,30299,ANC,"Anchorage, AK",US,United States,11844,31844,GAL,"Galena, AK",US,United States,4,483,3,2018,1,1,L,DU
7160,17.0,17.0,666661.0,0.0,0.0,664063.0,0.0,432.0,1447.0,1154.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,14730,33044,SDF,"Louisville, KY",US,United States,12992,32600,LIT,"Little Rock, AR",US,United States,6,622,2,2019,3,1,G,DU
7161,90.0,90.0,1944850.0,6840.0,6105.0,36.0,0.0,575.0,10206.0,7725.0,OH,20397,PSA Airlines Inc.,D,OH,PSA Airlines Inc.,2,2,15016,31123,STL,"St. Louis, MO",US,United States,11057,31057,CLT,"Charlotte, NC",US,United States,6,638,1,2019,7,2,F,DU
7162,28.0,27.0,300186.0,1350.0,1087.0,0.0,0.0,316.0,2287.0,1569.0,AX,20237,Trans States Airlines,D,AX,Trans States Airlines,1,5,11042,30647,CLE,"Cleveland, OH",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,6,675,1,2018,7,1,F,DU
7163,0.0,9.0,291291.0,2700.0,1455.0,0.0,0.0,4519.0,0.0,0.0,OR,21059,TUI Airlines Nederland B.V.,I,OR,TUI Airlines Nederland B.V.,0,0,14761,34761,SFB,"Sanford, FL",US,United States,10292,30292,AMS,"Amsterdam, Netherlands",NL,Netherlands,6,626,1,2015,9,10,F,IF
7164,12.0,12.0,1543643.0,0.0,0.0,317038.0,31710.0,1457.0,2219.0,1997.0,5X,19917,United Parcel Service,D,5X,United Parcel Service,3,3,13796,32457,OAK,"Oakland, CA",US,United States,11298,30194,DFW,"Dallas/Fort Worth, TX",US,United States,6,626,2,2017,2,3,G,DU
7165,1.0,1.0,49760.0,193.0,147.0,0.0,0.0,689.0,115.0,86.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,14747,30559,SEA,"Seattle, WA",US,United States,14869,34614,SLC,"Salt Lake City, UT",US,United States,6,622,1,2019,5,2,F,DU
7166,0.0,57.0,68400.0,329.0,1.0,19164.0,0.0,73.0,2220.0,1935.0,1SQ,21570,Star Marianas Air Inc.,D,1SQ,Star Marianas Air Inc.,1,6,14582,34582,ROP,"Rota, TT",US,United States,14955,34955,SPN,"Saipan, TT",US,United States,0,79,2,2018,6,1,P,DU
7167,0.0,12.0,40800.0,108.0,54.0,172.0,288.0,26.0,198.0,140.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,14234,34234,PQS,"Pilot Station, AK",US,United States,13434,33434,MOU,"Mountain Village, AK",US,United States,4,416,3,2019,7,1,F,DU
7168,34.0,34.0,1271600.0,5100.0,4252.0,0.0,0.0,1608.0,8387.0,7636.0,B6,20409,JetBlue Airways,D,B6,JetBlue Airways,3,3,14843,34819,SJU,"San Juan, PR",US,United States,11618,31703,EWR,"Newark, NJ",US,United States,6,694,1,2016,11,4,F,DU
7169,0.0,34.0,1828037.0,6596.0,6144.0,4666.0,0.0,1894.0,0.0,0.0,TA,19574,Taca International Airlines,I,TA,Taca International Airlines,0,0,14677,34677,SAL,"San Salvador, El Salvador",SV,El Salvador,12264,30852,IAD,"Washington, DC",US,United States,6,699,1,2017,8,4,F,IF
7170,25.0,25.0,1085000.0,4375.0,3834.0,1172.0,0.0,1440.0,4694.0,4334.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,15376,30436,TUS,"Tucson, AZ",US,United States,13232,30977,MDW,"Chicago, IL",US,United States,6,614,1,2015,3,3,F,DU
7171,0.0,1.0,242000.0,0.0,0.0,97556.0,0.0,4364.0,572.0,536.0,N8,20405,National Air Cargo Group Inc d/ba National Airlines,I,N8,National Air Cargo Group Inc d/ba National Airlines,1,1,10971,30971,CGO,"Zhengzhou, China",CN,China,10299,30299,ANC,"Anchorage, AK",US,United States,8,819,2,2018,4,9,P,IU
7172,2.0,2.0,125717.0,0.0,0.0,35679.0,0.0,2555.0,753.0,706.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,11618,31703,EWR,"Newark, NJ",US,United States,13796,32457,OAK,"Oakland, CA",US,United States,6,622,2,2015,12,6,G,DU
7173,0.0,1.0,4500.0,9.0,2.0,0.0,0.0,71.0,30.0,23.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,14805,34805,SHH,"Shishmaref, AK",US,United States,15709,35709,WAA,"Wales, AK",US,United States,4,405,3,2018,3,1,F,DU
7174,9.0,9.0,390600.0,1575.0,1124.0,2546.0,0.0,1262.0,1514.0,1338.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14107,30466,PHX,"Phoenix, AZ",US,United States,15016,31123,STL,"St. Louis, MO",US,United States,6,838,1,2019,1,3,F,DU
7175,0.0,1.0,1200.0,1.0,0.0,472.0,0.0,13.0,12.0,8.0,7S,20330,Ryan Air f/k/a Arctic Transportation,D,7S,Ryan Air f/k/a Arctic Transportation,1,5,10551,30113,BET,"Bethel, AK",US,United States,12855,32855,KWT,"Kwethluk, AK",US,United States,0,35,1,2019,4,1,G,DU
7176,28.0,25.0,252250.0,1100.0,862.0,0.0,0.0,286.0,2123.0,1375.0,MQ,20398,Envoy Air,D,MQ,Envoy Air,3,3,14730,33044,SDF,"Louisville, KY",US,United States,13930,30977,ORD,"Chicago, IL",US,United States,6,676,1,2015,11,1,F,DU
7177,1.0,1.0,18740.0,70.0,58.0,0.0,0.0,1482.0,234.0,215.0,OO,20304,SkyWest Airlines Inc.,D,OO,SkyWest Airlines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,10713,30713,BOI,"Boise, ID",US,United States,6,631,1,2018,11,3,F,DU
7178,3.0,3.0,130200.0,525.0,417.0,0.0,0.0,588.0,299.0,254.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,14869,34614,SLC,"Salt Lake City, UT",US,United States,13796,32457,OAK,"Oakland, CA",US,United States,6,614,1,2019,12,2,F,DU
7179,0.0,1.0,12500.0,50.0,38.0,0.0,0.0,440.0,82.0,63.0,9E,20363,Endeavor Air Inc.,D,9E,Endeavor Air Inc.,2,2,15016,31123,STL,"St. Louis, MO",US,United States,11433,31295,DTW,"Detroit, MI",US,United States,6,629,1,2015,3,1,F,DU
7180,32.0,32.0,320000.0,1600.0,1059.0,0.0,0.0,783.0,4041.0,3316.0,EV,20366,ExpressJet Airlines LLC,L,EV,ExpressJet Airlines Inc.,3,3,12266,31453,IAH,"Houston, TX",US,United States,13370,33370,MLM,"Morelia, Mexico",MX,Mexico,6,675,1,2016,8,2,F,IU
7181,16.0,16.0,1691988.0,0.0,0.0,1069634.0,0.0,1439.0,2913.0,2627.0,FX,20107,Federal Express Corporation,D,FX,Federal Express Corporation,3,3,13796,32457,OAK,"Oakland, CA",US,United States,10194,30194,AFW,"Dallas/Fort Worth, TX",US,United States,6,691,2,2018,4,3,G,DU
7182,0.0,23.0,75750.0,207.0,77.0,699.0,161.0,74.0,711.0,619.0,8E,20331,Bering Air Inc.,D,8E,Bering Air Inc.,1,5,10640,30640,BKC,"Buckland, AK",US,United States,13970,33970,OTZ,"Kotzebue, AK",US,United States,4,416,1,2015,8,1,F,DU
7183,90.0,90.0,198000.0,720.0,508.0,10750.0,0.0,73.0,3078.0,2628.0,1SQ,21570,Star Marianas Air Inc.,D,1SQ,Star Marianas Air Inc.,1,6,14955,34955,SPN,"Saipan, TT",US,United States,14582,34582,ROP,"Rota, TT",US,United States,1,194,1,2017,11,1,F,DU
7184,3.0,3.0,130200.0,525.0,451.0,618.0,0.0,1105.0,571.0,503.0,WN,19393,Southwest Airlines Co.,D,WN,Southwest Airlines Co.,3,3,11697,32467,FLL,"Fort Lauderdale, FL",US,United States,10423,30423,AUS,"Austin, TX",US,United States,6,614,1,2019,4,3,F,DU
7185,0.0,1.0,38879.0,157.0,123.0,0.0,0.0,223.0,59.0,39.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,11637,31637,FAR,"Fargo, ND",US,United States,13487,31650,MSP,"Minneapolis, MN",US,United States,6,694,1,2019,9,1,F,DU
7186,45.0,42.0,1475957.0,5376.0,4873.0,95.0,0.0,948.0,6008.0,5203.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,14831,32457,SJC,"San Jose, CA",US,United States,11292,30325,DEN,"Denver, CO",US,United States,6,698,1,2019,3,2,F,DU
7187,0.0,21.0,71400.0,189.0,68.0,906.0,659.0,27.0,341.0,269.0,H6,20336,Hageland Aviation Service,D,H6,Hageland Aviation Service,1,5,12719,32719,KLG,"Kalskag, AK",US,United States,10304,30304,ANI,"Aniak, AK",US,United States,4,416,1,2017,9,1,F,DU
7188,0.0,2.0,186680.0,492.0,409.0,1538.0,0.0,404.0,173.0,117.0,DL,19790,Delta Air Lines Inc.,D,DL,Delta Air Lines Inc.,3,3,10397,30397,ATL,"Atlanta, GA",US,United States,13204,31454,MCO,"Orlando, FL",US,United States,6,624,1,2016,3,1,F,DU
7189,18.0,18.0,841594.0,3138.0,2456.0,166.0,4512.0,140.0,938.0,563.0,UA,19977,United Air Lines Inc.,D,UA,United Air Lines Inc.,3,3,10423,30423,AUS,"Austin, TX",US,United States,12266,31453,IAH,"Houston, TX",US,United States,6,634,1,2016,2,1,F,DU
7190,0.0,53.0,795001.0,2650.0,1824.0,0.0,0.0,394.0,0.0,0.0,QK,20206,Jazz Aviation LP,I,QK,Jazz Aviation LP,0,0,14100,34100,PHL,"Philadelphia, PA",US,United States,16217,36083,YUL,"Montreal, Canada",CA,Canada,6,629,1,2018,3,1,F,IF
